0	1
1	3
2	9
3	7
4	4
5	3
6	4
7	2
8	3
9	75
10	2
11	1
12	4
13	4
14	14
15	2
16	2
17	1
18	1
19	2
20	2
21	1
22	1
23	2
24	1
25	3
26	1
27	4
28	8
29	1
30	2
31	14
32	4
33	19
34	14
35	9
36	26
37	13
38	16
39	3
40	1
41	1
42	1
43	1
44	1
45	5
46	1
47	2
48	1
49	1
50	2
51	1
52	2
53	1
54	3
55	3
56	1
57	1
58	1
59	1
60	1
61	3
62	6
63	31
64	17
65	1
66	54
67	2
68	1
69	1
70	1
71	9
72	6
73	5
74	9
75	6
76	1
77	1
78	1
79	1
80	1
81	1
82	2
83	1
84	1
85	1
86	1
87	1
88	2
89	5
90	1
91	1
92	1
93	3
94	1
95	3
96	1
97	14
98	15
99	27
100	19
101	1
102	1
103	1
104	1
105	1
106	9
107	1
108	1
109	1
110	1
111	1
112	2
113	1
114	1
115	1
116	2
117	1
118	1
119	3
120	1
121	1
122	1
123	1
124	1
125	7
126	1
127	14
128	1
129	4
130	1
131	1
132	1
133	12
134	14
135	6
136	10
137	11
138	4
139	4
140	1
141	4
142	1
143	17
144	1
145	3
146	6
147	3
148	2
149	2
150	4
151	1
152	5
153	1
154	2
155	1
156	1
157	1
158	1
159	1
160	1
161	1
162	1
163	1
164	1
165	1
166	1
167	1
168	2
169	1
170	1
171	1
172	11
173	1
174	1
175	1
176	1
177	4
178	1
179	1
180	1
181	1
182	1
183	1
184	3
185	2
186	3
187	75
188	1
189	2
190	1
191	1
192	1
193	1
194	2
195	17
196	5
197	3
198	1
199	1
200	1
201	1
202	2
203	2
204	2
205	1
206	1
207	1
208	2
209	1
210	1
211	1
212	1
213	10
214	4
215	13
216	11
217	8
218	1
219	3
220	2
221	3
222	3
223	4
224	1
225	4
226	1
227	1
228	1
229	1
230	1
231	5
232	1
233	2
234	1
235	2
236	4
237	4
238	2
239	3
240	1
241	1
242	3
243	2
244	1
245	3
246	2
247	1
248	1
249	1
250	1
251	1
252	1
253	1
254	2
255	3
256	2
257	5
258	1
259	1
260	2
261	6
262	1
263	1
264	1
265	1
266	2
267	2
268	2
269	1
270	1
271	1
272	1
273	1
274	1
275	1
276	1
277	14
278	16
279	3
280	4
281	4
282	2
283	1
284	1
285	6
286	8
287	5
288	1
289	3
290	4
291	1
292	1
293	1
294	1
295	1
296	1
297	1
298	1
299	1
300	1
301	1
302	2
303	1
304	1
305	1
306	1
307	2
308	1
309	1
310	2
311	2
312	2
313	1
314	1
315	1
316	1
317	1
318	1
319	1
320	1
321	1
322	10
323	109
324	3
325	1
326	4
327	4
328	1
329	1
330	2
331	1
332	4
333	2
334	1
335	1
336	1
337	1
338	2
339	1
340	1
341	2
342	1
343	7
344	1
345	1
346	1
347	1
348	1
349	1
350	1
351	1
352	1
353	2
354	6
355	1
356	1
357	1
358	3
359	1
360	1
361	2
362	2
363	2
364	3
365	1
366	1
367	1
368	1
369	1
370	1
371	1
372	1
373	3
374	1
375	1
376	1
377	1
378	1
379	1
380	1
381	1
382	2
383	1
384	1
385	1
386	1
387	1
388	1
389	1
390	1
391	1
392	1
393	1
394	1
395	6
396	3
397	2
398	2
399	1
400	4
401	1
402	1
403	1
404	5
405	4
406	1
407	1
408	2
409	4
410	5
411	5
412	6
413	5
414	5
415	3
416	4
417	4
418	2
419	3
420	2
421	2
422	2
423	3
424	5
425	3
426	6
427	2
428	40
429	47
430	7
431	1
432	1
433	15
434	2
435	1
436	1
437	1
438	9
439	1
440	1
441	1
442	1
443	1
444	3
445	1
446	1
447	1
448	1
449	1
450	1
451	1
452	1
453	1
454	1
455	1
456	2
457	4
458	2
459	16
460	2
461	1
462	2
463	2
464	1
465	1
466	1
467	3
468	1
469	1
470	5
471	1
472	1
473	1
474	1
475	1
476	2
477	13
478	1
479	3
480	1
481	2
482	2
483	1
484	4
485	2
486	28
487	1
488	1
489	1
490	1
491	5
492	3
493	1
494	1
495	1
496	1
497	1
498	1
499	1
500	2
501	1
502	1
503	6
504	4
505	1
506	3
507	1
508	1
509	1
510	1
511	1
512	1
513	3
514	4
515	3
516	1
517	3
518	4
519	16
520	5
521	16
522	4
523	1
524	1
525	1
526	3
527	1
528	1
529	2
530	4
531	1
532	2
533	1
534	1
535	2
536	2
537	1
538	2
539	1
540	1
541	1
542	1
543	1
544	1
545	2
546	5
547	6
548	1
549	1
550	3
551	1
552	1
553	1
554	39
555	1
556	1
557	2
558	1
559	1
560	1
561	1
562	1
563	1
564	1
565	1
566	1
567	1
568	4
569	1
570	1
571	1
572	2
573	81
574	62
575	75
576	83
577	77
578	78
579	28
580	111
581	61
582	165
583	46
584	87
585	93
586	87
587	69
588	76
589	38
590	52
591	55
592	81
593	97
594	109
595	21
596	30
597	35
598	95
599	56
600	14
601	23
602	38
603	17
604	37
605	58
606	70
607	12
608	12
609	3
610	1
611	3
612	1
613	2
614	5
615	64
616	41
617	74
618	87
619	64
620	30
621	55
622	64
623	32
624	51
625	48
626	42
627	67
628	72
629	23
630	31
631	111
632	19
633	89
634	33
635	34
636	1
637	1
638	1
639	1
640	1
641	1
642	5
643	2
644	1
645	7
646	12
647	5
648	5
649	4
650	3
651	1
652	4
653	3
654	5
655	2
656	7
657	1
658	55
659	1
660	2
661	4
662	1
663	6
664	7
665	1
666	1
667	1
668	1
669	11
670	2
671	1
672	2
673	1
674	2
675	1
676	1
677	5
678	1
679	2
680	1
681	4
682	3
683	2
684	1
685	4
686	7
687	4
688	3
689	2
690	2
691	1
692	6
693	3
694	2
695	1
696	1
697	2
698	2
699	1
700	1
701	6
702	1
703	19
704	5
705	1
706	5
707	2
708	1
709	2
710	2
711	1
712	1
713	1
714	1
715	4
716	4
717	7
718	5
719	1
720	41
721	1
722	1
723	2
724	1
725	2
726	1
727	5
728	2
729	33
730	18
731	10
732	112
733	1
734	1
735	1
736	1
737	1
738	2
739	1
740	1
741	2
742	1
743	1
744	1
745	1
746	1
747	1
748	2
749	1
750	1
751	1
752	1
753	1
754	2
755	1
756	1
757	1
758	1
759	1
760	1
761	1
762	4
763	1
764	3
765	6
766	1
767	1
768	1
769	1
770	2
771	2
772	1
773	1
774	1
775	1
776	1
777	1
778	3
779	2
780	1
781	1
782	1
783	1
784	1
785	1
786	1
787	1
788	1
789	1
790	1
791	1
792	1
793	1
794	1
795	20
796	1
797	1
798	2
799	1
800	1
801	1
802	1
803	1
804	1
805	1
806	1
807	1
808	1
809	1
810	1
811	2
812	1
813	1
814	4
815	1
816	1
817	1
818	1
819	1
820	1
821	1
822	1
823	3
824	1
825	1
826	1
827	1
828	1
829	1
830	1
831	1
832	1
833	1
834	1
835	1
836	1
837	2
838	1
839	1
840	1
841	2
842	1
843	1
844	7
845	1
846	1
847	1
848	1
849	2
850	1
851	1
852	1
853	1
854	1
855	1
856	1
857	3
858	1
859	1
860	3
861	1
862	2
863	1
864	1
865	1
866	1
867	1
868	1
869	1
870	1
871	1
872	3
873	1
874	1
875	4
876	4
877	1
878	1
879	6
880	1
881	1
882	1
883	1
884	1
885	7
886	1
887	1
888	1
889	1
890	1
891	1
892	2
893	1
894	3
895	1
896	1
897	2
898	3
899	6
900	3
901	1
902	1
903	17
904	1
905	1
906	1
907	1
908	1
909	1
910	1
911	1
912	1
913	2
914	3
915	2
916	2
917	1
918	1
919	1
920	2
921	1
922	1
923	1
924	1
925	2
926	1
927	1
928	2
929	1
930	2
931	1
932	1
